SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,HOUSETYPE_MODE_block of flats,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_terraced house,WALLSMATERIAL_MODE_Block,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Wooden
382390,0,0,0,0,1,0,144000.0,808650.0,31333.5,675000.0,0.01885,-9713,-3078,-2422.0,-1411,1,1,1,1,1,0,2.0,2,2,8,0,0,0,0,0,0,0.7410064165979721,0.6595093052351879,0.1325974952361461,0.0912,0.102,0.9955,0.16,0.069,0.4583,0.0195,0.1198,0.0486,0.0903,0.1058,0.995,0.1611,0.069,0.4583,0.02,0.1242,0.051,0.0921,0.102,0.9955,0.16,0.069,0.4583,0.0199,0.122,0.0496,0.1166,0,3.0,0.0,3.0,0.0,-2256.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
427387,1,0,0,0,1,0,81000.0,468733.5,15363.0,387000.0,0.020246,-18916,-254,-2385.0,-2436,1,1,0,1,1,0,1.0,3,3,14,0,0,0,0,0,0,0.2754602744784367,0.3633452371655999,0.3409064264152384,0.1649,0.1414,0.9747,0.0,0.2759,0.1667,0.0999,0.119,0.0334,0.1681,0.1467,0.9747,0.0,0.2759,0.1667,0.1022,0.124,0.0354,0.1665,0.1414,0.9747,0.0,0.2759,0.1667,0.1016,0.1212,0.0342,0.1009,0,6.0,1.0,6.0,0.0,-2008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
208708,0,0,1,0,1,0,153000.0,158148.0,6088.5,103500.0,0.031329,-20553,-3886,-13030.0,-3948,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.6623087322530509,0.7016349688527338,0.4650692149562261,0.0928,0.0724,0.9806,0.08,0.0459,0.4167,0.0572,0.083,0.0374,0.0872,0.0488,0.9801,0.0806,0.0345,0.4583,0.0557,0.0817,0.0,0.0864,0.0474,0.9806,0.08,0.0345,0.4583,0.0568,0.0805,0.006,0.0628,0,4.0,1.0,4.0,1.0,-1533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,8.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
267206,0,0,0,0,1,0,135000.0,364896.0,28957.5,315000.0,0.0088659999999999,-18534,-3391,-7196.0,-2063,1,1,0,1,1,0,2.0,2,2,17,0,0,0,0,0,0,0.5240917073903972,0.7259618622546106,0.2925880073368475,0.0804,0.0517,0.9876,0.04,0.0345,0.3333,0.0525,0.0619,0.015,0.0819,0.0536,0.9876,0.0403,0.0345,0.3333,0.0537,0.0645,0.0158,0.0812,0.0517,0.9876,0.04,0.0345,0.3333,0.0534,0.063,0.0153,0.0638,0,4.0,0.0,4.0,0.0,-1756.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
119470,0,0,0,0,1,1,112500.0,1724688.0,59949.0,1575000.0,0.009334,-13916,-974,-4010.0,-5326,1,1,0,1,0,0,3.0,2,2,13,0,0,0,0,0,0,0.7155841592850014,0.6811766301650782,0.6577838002083306,0.0928,0.1001,0.9801,0.0,0.2069,0.1667,0.0697,0.0869,0.0,0.0945,0.1039,0.9801,0.0,0.2069,0.1667,0.0713,0.0906,0.0,0.0937,0.1001,0.9801,0.0,0.2069,0.1667,0.0709,0.0885,0.0,0.0747,0,1.0,0.0,1.0,0.0,-353.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
142946,0,0,0,0,0,0,202500.0,95940.0,10071.0,90000.0,0.028663,-12670,-3426,-2399.0,-1008,1,1,1,1,1,0,2.0,2,2,17,0,0,0,0,0,0,0.3203873017423006,0.3963171772763118,0.2091546988410069,0.068,0.0,0.9786,0.0,0.069,0.1667,0.0011,0.0428,0.0454,0.0693,0.0,0.9786,0.0,0.069,0.1667,0.0011,0.0446,0.048,0.0687,0.0,0.9786,0.0,0.069,0.1667,0.0011,0.0436,0.0463,0.0519,0,1.0,0.0,1.0,0.0,-791.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
199161,0,0,0,1,1,0,135000.0,450000.0,32746.5,450000.0,0.020713,-10015,-1310,-308.0,-465,1,1,0,1,1,0,2.0,3,2,11,0,0,0,0,0,0,0.0910107556827819,0.5867974247298126,0.4418358231994413,0.3278,0.2515,0.9876,0.4,0.3448,0.375,0.1424,0.4175,0.0115,0.334,0.261,0.9876,0.4028,0.3448,0.375,0.1457,0.435,0.0122,0.331,0.2515,0.9876,0.4,0.3448,0.375,0.1449,0.425,0.0118,0.3309,0,0.0,0.0,0.0,0.0,-289.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
315916,0,0,1,1,1,1,135000.0,900000.0,26446.5,900000.0,0.026392,-15718,-346,-5623.0,-3920,1,1,0,1,0,0,3.0,2,2,16,0,0,0,0,1,1,0.4322799388128133,0.5688062478149211,0.5814837058057234,0.0918,0.0757,0.9816,0.08,0.069,0.3333,0.113,0.0754,0.0,0.0935,0.0786,0.9816,0.0806,0.069,0.3333,0.1155,0.0786,0.0,0.0926,0.0757,0.9816,0.08,0.069,0.3333,0.1149,0.0768,0.0,0.0593,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
184504,0,0,0,0,0,0,135000.0,315000.0,13873.5,315000.0,0.030755,-9017,-838,-7915.0,-1696,1,1,1,1,1,1,1.0,2,2,17,0,0,0,1,1,0,0.4151438617607964,0.5850625523820254,0.1491674613233488,0.0562,0.0573,0.9781,0.0,0.1207,0.125,0.0171,0.0435,0.0074,0.0494,0.0514,0.9782,0.0,0.1034,0.125,0.0156,0.0396,0.0068,0.0567,0.0573,0.9781,0.0,0.1207,0.125,0.0174,0.0443,0.0076,0.0425,0,3.0,1.0,3.0,1.0,-465.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
297035,0,0,0,0,1,0,405000.0,1571931.0,54769.5,1435500.0,0.0072739999999999,-13824,-4760,-1504.0,-4472,1,1,0,1,1,1,2.0,2,2,16,0,0,0,0,0,0,0.5190250983613448,0.2205333334353573,0.1624419982223248,0.1227,0.0976,0.9811,0.0,0.2759,0.1667,0.0551,0.1121,0.0,0.125,0.1013,0.9811,0.0,0.2759,0.1667,0.0564,0.1168,0.0,0.1239,0.0976,0.9811,0.0,0.2759,0.1667,0.0561,0.1141,0.0,0.1503,0,0.0,0.0,0.0,0.0,-2300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
412240,0,0,1,1,1,1,270000.0,1054935.0,44824.5,904500.0,0.006296,-10992,-1210,-5093.0,-2709,1,1,0,1,0,0,3.0,3,3,14,0,0,0,0,0,0,0.220065407334785,0.4085535324134708,0.7267112092725122,0.0624,0.0577,0.9851,0.0,0.1207,0.1667,0.0151,0.04,0.0673,0.063,0.0566,0.9841,0.0,0.069,0.1667,0.0,0.0343,0.0495,0.063,0.0577,0.9851,0.0,0.1207,0.1667,0.0153,0.0407,0.0688,0.0361,0,2.0,1.0,2.0,1.0,-1053.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
390096,1,0,0,0,0,0,67500.0,225000.0,16371.0,225000.0,0.018029,-8244,-1275,-4299.0,-883,1,1,0,1,1,1,2.0,3,3,12,0,0,0,0,1,1,0.364835315908905,0.3556767074298717,0.4400578303966329,0.033,0.034,0.9757,0.0,0.069,0.125,0.0196,0.0254,0.0,0.0336,0.0353,0.9757,0.0,0.069,0.125,0.02,0.0265,0.0,0.0333,0.034,0.9757,0.0,0.069,0.125,0.0199,0.0259,0.0,0.0215,0,8.0,0.0,7.0,0.0,-42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
316360,0,0,0,1,1,0,157500.0,679500.0,22585.5,679500.0,0.028663,-13675,-440,-1981.0,-4172,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.6910956569795664,0.6664132847424076,0.2525986978339766,0.0165,0.0,0.9652,0.0,0.069,0.0417,0.0,0.0073,0.0,0.0168,0.0,0.9652,0.0,0.069,0.0417,0.0,0.0066,0.0,0.0167,0.0,0.9652,0.0,0.069,0.0417,0.0,0.0074,0.0,0.0065,1,10.0,3.0,10.0,2.0,-128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
351359,0,0,1,1,1,0,247500.0,790830.0,44158.5,675000.0,0.00733,-19195,-10692,-3165.0,-2746,1,1,0,1,0,1,2.0,2,2,12,0,0,0,0,0,0,0.6803985307827685,0.6522195538230064,0.7295666907060153,0.1969,0.1009,0.9876,0.32,0.1379,0.4583,0.0,0.1776,0.0008,0.2006,0.1047,0.9876,0.3222,0.1379,0.4583,0.0,0.185,0.0008,0.1988,0.1009,0.9876,0.32,0.1379,0.4583,0.0,0.1808,0.0008,0.2036,0,2.0,0.0,2.0,0.0,-2607.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
323437,0,0,0,0,1,0,247500.0,1002726.0,35653.5,837000.0,0.010966,-22131,365243,-5832.0,-4267,1,0,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.8523487593977244,0.7538588019450305,0.4400578303966329,0.133,0.0183,0.9916,0.0,0.2759,0.1667,0.1048,0.1297,0.0806,0.1355,0.0189,0.9916,0.0,0.2759,0.1667,0.1072,0.1351,0.0853,0.1343,0.0183,0.9916,0.0,0.2759,0.1667,0.1066,0.132,0.0823,0.1216,0,0.0,0.0,0.0,0.0,-1201.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
121255,0,0,1,0,1,0,157500.0,288873.0,13594.5,238500.0,0.010032,-16549,-1066,-574.0,-101,1,1,0,1,1,1,1.0,2,2,4,0,0,0,0,1,1,0.2770863048004655,0.626870848552444,0.4489622731076524,0.0825,0.0646,0.9767,0.0,0.1379,0.1667,0.0147,0.0412,0.0792,0.084,0.067,0.9767,0.0,0.1379,0.1667,0.0151,0.0429,0.0839,0.0833,0.0646,0.9767,0.0,0.1379,0.1667,0.015,0.0419,0.0809,0.0501,0,0.0,0.0,0.0,0.0,-667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,2.0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
156725,0,0,0,0,1,0,135000.0,1125000.0,47794.5,1125000.0,0.0145199999999999,-23161,365243,-10189.0,-4117,1,0,0,1,0,0,2.0,2,2,7,0,0,0,0,0,0,0.8560541653256835,0.2528218331062376,0.501075160239048,0.1072,0.0746,0.9851,0.12,0.1034,0.3333,0.0589,0.1122,0.0,0.1092,0.0774,0.9851,0.1208,0.1034,0.3333,0.0603,0.1168,0.0,0.1083,0.0746,0.9851,0.12,0.1034,0.3333,0.0599,0.1142,0.0,0.1004,0,1.0,0.0,1.0,0.0,-918.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
213519,0,0,0,0,1,0,85500.0,286704.0,12276.0,247500.0,0.031329,-18431,-6589,-7314.0,-1939,1,1,0,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.6898261014345755,0.6942777202309163,0.7121551551910698,0.0928,0.0901,0.9796,0.0,0.2069,0.1667,0.0298,0.0768,0.0,0.0945,0.0935,0.9796,0.0,0.2069,0.1667,0.0305,0.08,0.0,0.0937,0.0901,0.9796,0.0,0.2069,0.1667,0.0304,0.0782,0.0,0.0604,0,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
307029,0,0,0,0,1,1,112500.0,225000.0,18171.0,225000.0,0.026392,-10655,-2777,-678.0,-1380,1,1,0,1,0,0,3.0,2,2,9,0,0,0,0,0,0,0.5790919643178741,0.60979630937732,0.3706496323299817,0.1825,0.0981,0.9801,0.2,0.1724,0.3333,0.1084,0.174,0.0088,0.1859,0.1018,0.9801,0.2014,0.1724,0.3333,0.1108,0.1813,0.0093,0.1842,0.0981,0.9801,0.2,0.1724,0.3333,0.1102,0.1771,0.009,0.1535,0,1.0,0.0,1.0,0.0,-837.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
129762,0,0,0,0,1,1,135000.0,675000.0,36616.5,675000.0,0.02461,-8128,-135,-2998.0,-804,1,1,1,1,1,0,3.0,2,2,15,0,0,0,1,1,0,0.3874899534187122,0.1798083578319343,0.0932250953774744,0.0186,0.049,0.9831,0.0,0.1034,0.0417,0.0095,0.0171,0.0,0.0189,0.0508,0.9831,0.0,0.1034,0.0417,0.0098,0.0178,0.0,0.0187,0.049,0.9831,0.0,0.1034,0.0417,0.0097,0.0174,0.0,0.0231,0,0.0,0.0,0.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
107253,0,0,1,0,1,0,247500.0,363190.5,41206.5,328500.0,0.032561,-10949,-1743,-5332.0,-3435,1,1,0,1,0,0,1.0,1,1,16,0,1,1,0,0,0,0.4888735016468856,0.641183454959913,0.520897599048938,0.1925,0.15,0.9816,0.24,0.2069,0.2604,0.0831,0.1281,0.001,0.0945,0.1557,0.9767,0.2014,0.2069,0.1667,0.085,0.0583,0.0,0.1483,0.15,0.9767,0.24,0.2069,0.25,0.0845,0.1292,0.0011,0.1621,0,1.0,1.0,1.0,0.0,-582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
274880,0,0,1,1,1,2,162000.0,495000.0,23944.5,495000.0,0.026392,-11715,-3154,-2300.0,-243,1,1,0,1,0,0,4.0,2,2,14,0,0,0,0,0,0,0.2348294622390135,0.5840057375887959,0.2314393514998941,0.2062,0.1197,0.996,0.2,0.1724,0.375,0.1469,0.231,0.0,0.2101,0.1242,0.996,0.2014,0.1724,0.375,0.1503,0.2407,0.0,0.2082,0.1197,0.996,0.2,0.1724,0.375,0.1495,0.2351,0.0,0.222,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
277215,0,0,1,0,1,0,112500.0,900000.0,26316.0,900000.0,0.0196889999999999,-14628,-1283,-2908.0,-5053,1,1,1,1,1,0,2.0,2,2,13,0,0,0,0,0,0,0.3298302499324173,0.5196343378168611,0.5513812618027899,0.0577,0.0434,0.9757,0.0,0.1379,0.1667,0.1486,0.0317,0.0099,0.0588,0.045,0.9757,0.0,0.1379,0.1667,0.152,0.033,0.0105,0.0583,0.0434,0.9757,0.0,0.1379,0.1667,0.1512,0.0323,0.0101,0.0497,0,0.0,0.0,0.0,0.0,-824.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
423284,0,1,0,0,1,0,180000.0,247500.0,12375.0,247500.0,0.04622,-22940,365243,-12370.0,-4278,1,0,0,1,1,0,1.0,1,1,14,0,0,0,0,0,0,0.5007121898126016,0.7137434455981024,0.4525335592581747,0.1711,0.0809,0.9826,0.24,0.1034,0.4583,0.2699,0.1826,0.0,0.1744,0.084,0.9826,0.2417,0.1034,0.4583,0.2761,0.1903,0.0,0.1728,0.0809,0.9826,0.24,0.1034,0.4583,0.2746,0.1859,0.0,0.1441,0,0.0,0.0,0.0,0.0,-1128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
123497,0,0,0,0,0,0,135000.0,225000.0,17424.0,225000.0,0.020246,-14875,-7583,-8399.0,-4827,1,1,1,1,1,0,2.0,3,3,10,0,0,0,0,0,0,0.6974093299220887,0.3563033806458395,0.6246146584503397,0.0371,0.0455,0.9881,0.0,0.1379,0.1667,0.0552,0.0459,0.0,0.0378,0.0473,0.9881,0.0,0.1379,0.1667,0.0565,0.0478,0.0,0.0375,0.0455,0.9881,0.0,0.1379,0.1667,0.0562,0.0467,0.0,0.0401,0,2.0,0.0,2.0,0.0,-2352.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
392249,0,0,0,0,1,3,112500.0,835380.0,40320.0,675000.0,0.031329,-11884,-452,-978.0,-4533,1,1,0,1,0,0,5.0,2,2,16,0,0,0,0,0,0,0.5622747757503319,0.5402928118753005,0.1206410299309233,0.0619,0.0604,0.9742,0.0,0.1379,0.1667,0.0913,0.0519,0.0,0.063,0.0627,0.9742,0.0,0.1379,0.1667,0.0934,0.0541,0.0,0.0625,0.0604,0.9742,0.0,0.1379,0.1667,0.0929,0.0529,0.0,0.0409,0,0.0,0.0,0.0,0.0,-2433.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
319070,0,0,0,0,0,0,135000.0,518562.0,19345.5,463500.0,0.018634,-18690,-8640,-3724.0,-2220,1,1,1,1,1,0,1.0,2,2,12,0,0,0,0,0,0,0.6284706993948233,0.380738472424834,0.6363761710860439,0.0773,0.0708,0.9791,0.0,0.1724,0.1667,0.0957,0.0687,0.0,0.0788,0.0735,0.9791,0.0,0.1724,0.1667,0.0979,0.0716,0.0,0.0781,0.0708,0.9791,0.0,0.1724,0.1667,0.0974,0.07,0.0,0.0713,0,2.0,0.0,2.0,0.0,-1443.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
